Employee_No,Employee_Code,Name,Title,Address_Line_3,Date_of_Birth,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Status_Reason,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,,,
898,5034,Dean Kohler,Mr,Giradurukotte,11/24/1968,Male,1,Married,31,1/28/2020,1/29/2021,Inactive,RESIGN,1/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
899,5035,Alysa Schimmel,Mr,Giradurukotte,11/12/1971,Male,1,Married,31,1/28/2020,0000-00-00,Inactive,Resign,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
900,5036,Gussie Beahan MD,Mr,Giradurukotte,8/19/1983,Male,1,Married,31,1/28/2020,3/30/2022,Inactive,RESIGN,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
901,197013,Mrs Heloise Kovacek,Mr,Giradurukotte,7/9/1986,Male,1,Married,31,1/28/2020,\N,Inactive,Resign,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
902,5071,Ms Elta Hoeger III,Mr,,8/19/1989,Male,1,Married,31,2/19/2020,3/30/2022,Inactive,RESIGN,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
904,197021,Walter Hartmann,Mr,,8/12/1999,Male,1,Married,31,2/11/2020,1/15/2021,Inactive,Bulk Terminaion,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
905,5076,Isabelle Turner,Mr,Giradurukotte,4/18/1975,Male,1,Married,31,2/21/2020,3/14/2022,Inactive,RESIGN,3/14/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
906,5072,Dave Bernhard,Mr,,12/25/1985,Male,1,Married,31,2/19/2020,3/2/2022,Inactive,RESIGN,3/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
907,197020,Kacie Rippin PhD,Mr,,0000-00-00,Male,1,Married,134,2/5/2020,3/31/2021,Inactive,RESIGN,3/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Caretaker,,,
908,4975,Prof Oswaldo Collins,Mr, G'Kotte,2/13/1984,Male,1,Married,30,6/1/2020,0000-00-00,Active,,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,,,
910,4979,Sheila Toy,Mr, G'Kotte,7/3/1981,Male,1,Married,31,6/1/2020,1/7/2021,Inactive,RESIGN,1/7/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
911,70114,Jabari Rohan,Mr,G'kotte,3/1/1983,Male,1,Married,31,9/23/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
912,70116,Edyth Olson,Mr, G'Kotte,7/12/1991,Male,1,Married,31,9/23/2019,\N,Inactive,resign,7/25/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
913,70117,Freddy Gulgowski,Mr,Kananke,4/11/1992,Male,1,Married,31,9/23/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
914,70118,Teresa Dickens MD,Mr,G'Kotte,10/2/1990,Male,1,Married,31,9/5/2019,1/15/2021,Inactive,Bulk Terminaiton,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
915,75040,Jasmin Hermann DVM,Mr,Dehiattakandiya,10/23/1981,Male,1,Married,31,10/16/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
916,75044,Neha Russel,Mr,G'Kotte,10/3/1996,Male,1,Single,31,10/20/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
917,75045,Fletcher Collins IV,Mr,G'Kotte,6/24/1984,Male,1,Married,31,10/14/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
918,4984,Kameron Hilpert,Mr,G'kotte,2/20/1984,Male,1,Married,31,6/1/2020,10/30/2021,Inactive,RESIGN,10/30/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
919,75047,Arden Yost,Mr,G'Kotte,12/23/1988,Male,1,Married,31,10/19/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
920,75053,Dr Dovie Huels,Mr,G'Kotte,2/15/1991,Male,1,Married,31,10/15/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
921,4985,Mrs Meagan Jenkins,Mr,G'Kotte,7/22/1982,Male,1,Married,1,6/1/2020,4/6/2022,Inactive,RESIGN,4/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
922,190001,Tyrique Adams PhD,Mr,Medirigiriya,4/11/1965,Male,1,Single,31,1/3/2020,\N,Inactive,resigned,5/21/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
923,1885,Ms Margarita Vandervort IV,Mr,Mahaoya,6/6/1970,Male,1,Married,7,2/20/2014,8/31/2021,Inactive,RESIGN,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
924,3881,Eliezer Schaden,Mr,Nintavur - 04,1/30/1993,Male,5,Single,33,5/8/2018,\N,Inactive,Resign,6/22/2020,\N,\N,Staff,Contarct Basis,Muslim,Site Engineer,,,
925,4531,Flo Nienow,Mr,Sainthamaruthu - 02,10/24/1977,Male,5,Married,22,2/1/2019,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,,,
926,198047,Mrs Kiarra Hickle,Mr,,6/27/1977,Male,1,Married,55,8/24/2020,\N,Inactive,Resign,9/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,,,
927,70005,Orpha Treutel,Mr,,12/11/1965,Male,1,Married,31,7/1/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
928,183008,Kevin Dooley,Mr,Medirigiriya,11/5/1975,Male,1,Married,31,1/2/2020,\N,Inactive,Resigned,7/29/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
929,4039,Prof Esther Bradtke MD,Mr,,0000-00-00,Male,1,Married,31,1/1/2019,\N,Inactive,Resigned,9/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
930,4170,Prof Cody Monahan,Mr,,4/7/1996,Male,1,Single,1,1/1/2019,\N,Inactive,Resign,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
931,75237,Adah Daugherty,Mr,,5/28/1974,Male,1,Married,31,12/17/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
932,4565,Prof Oscar Shields,Mr,,0000-00-00,Male,1,Married,31,1/1/2019,4/9/2021,Inactive,Resign,4/9/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
933,4693,Ferne Beier V,Mr,Medirigiriya,5/11/1977,Male,1,Married,31,4/3/2019,4/9/2021,Inactive,Resign,4/9/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
934,4474,Mr Keshawn DuBuque,Mr,,10/2/1960,Male,1,Married,31,1/1/2019,4/9/2021,Inactive,Resign,4/9/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
935,4610,Gregory Thompson,Mr,Medirigiriya,0000-00-00,Male,1,Married,31,2/1/2019,\N,Inactive,resigned,3/18/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
938,75114,Mr Ethan Fahey,Mr,Monaragala,2/9/1993,Male,1,Married,31,10/1/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
939,70030,Rasheed Abshire,Mr,,0000-00-00,Male,1,Married,31,7/1/2019,\N,Inactive,Resign,3/6/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
940,4950,Mr Michael Cassin,Mr,Dehiwala,10/23/1997,Male,1,Single,70,2/17/2020,\N,Inactive,Resign,8/17/2020,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Operator,,,
941,4951,Hardy Casper,Ms,Ihala Kobbekaduwa,4/28/1993,Female,1,Single,2,2/12/2020,7/31/2022,Inactive,RESIGN,7/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Secretary,,,
942,4953,Lilliana Wisozk,Mr,Kahataliyadda,11/14/1994,Male,1,Single,48,2/24/2020,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,,,
943,4954,Mr Cameron McCullough,Mr,Wadduwa,5/15/1997,Male,1,Single,88,3/2/2020,4/27/2021,Inactive,Resign,4/27/2021,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,,,
944,4955,Louie Hackett,Mr,Gale,0000-00-00,Male,1,Single,48,3/2/2020,0000-00-00,Inactive,Resign,8/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,,,
945,4956,Ernest Effertz,Mr,Peradeniya,11/27/1964,Male,1,Married,6,2/24/2020,0000-00-00,Active,,0000-00-00,945,\N,Staff,Contarct Basis,Buddhist,Project Manager,,,
946,4958,Dejon Predovic,Mr,Mawanella,11/26/1981,Male,1,Single,17,3/6/2020,1/25/2021,Inactive,RESIGN,1/25/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,,,
947,4959,Edmond Schulist,Mr,Badulla,5/27/1962,Male,1,Married,107,3/6/2020,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,,,
948,4960,Genevieve Hahn,Mr,,11/28/1988,Male,1,Single,8,3/16/2020,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
949,4948,Sunny Heller,Mr,Katana,2/3/1988,Male,1,Married,8,2/12/2020,\N,Inactive,Resigned,9/21/2020,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,,,
950,4961,Isai Jacobson IV,Mr,Minipe,1/24/1987,Male,1,Single,7,5/11/2020,\N,Active,,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
951,3872,Maybell Okuneva,Mr,Puttalam,11/14/1995,Male,1,Single,27,4/1/2018,12/31/2020,Inactive,RESIGN,12/31/2020,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
952,50022,Benjamin Willms,Mr,"Enderamulla,Wattala",11/5/1956,Male,1,Married,120,5/18/2020,0000-00-00,Inactive,Resigned,10/8/2020,\N,\N,Management,Contarct Basis,Buddhist,HR Manager,,,
953,2722,Orland Hansen,Mr,,0000-00-00,Male,1,Married,29,1/1/2019,\N,Inactive,Resign,9/24/2020,\N,\N,Labour,Contarct Basis,Buddhist,Cook,,,
958,75016,Mariana Borer,Mr,Kumbukwewa,0000-00-00,Male,1,Married,1,10/8/2019,0000-00-00,Inactive,Resigned,6/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
959,5157,Ellis Mayer,Mr,Makulpotha,12/24/1984,Male,1,Married,1,2/1/2021,4/29/2021,Inactive,Resign,4/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
961,75023,Cecile Jacobson,Mr,Galewela,4/18/1971,Male,1,Married,31,10/8/2019,\N,Inactive,Resign,3/11/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
962,5158,Krystal Dietrich,Mr,,1/26/1997,Male,1,Married,31,2/1/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
963,75025,Sophie Sanford,Mr,"Bambaragaswewa,Galewela",3/13/1979,Male,1,Married,31,10/7/2019,\N,Inactive,resign,7/6/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
965,75028,Mr Connor Hauck,Mr,,0000-00-00,Male,1,Married,31,10/25/2019,\N,Inactive,Resigned,6/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
966,5163,Brionna Lubowitz,Mr,,0000-00-00,Male,1,Married,53,2/1/2021,4/29/2021,Inactive,resigned,4/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,,,
967,5164,Prof Makenzie Gibson,Mr,,0000-00-00,Male,1,Married,31,2/1/2021,4/29/2021,Inactive,resigned,4/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
968,193116,Sammy Heidenreich,Mr,,0000-00-00,Male,1,Married,31,12/8/2020,4/29/2021,Inactive,RESIGN,4/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
969,5165,Cristopher Keebler,Mr,Makulpotha,0000-00-00,Male,1,Married,31,2/1/2021,3/31/2021,Inactive,RESIGN,3/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
970,75150,Prof Freeda Strosin II,Mr,Makulpotha,0000-00-00,Male,1,Married,53,11/22/2019,\N,Inactive,Resign,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Pipe Fitter,,,
971,4809,Eula Klein,Mr,"Welipitiya,Weligama",11/6/1985,Male,1,Married,22,6/3/2019,4/10/2021,Inactive,Resign,4/10/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,,,
972,4343,Mavis Thiel,Mr,Pannipitiya,10/20/1962,Male,1,Married,24,10/14/2018,11/27/2020,Inactive,RESIGN,11/27/2020,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
973,189011,Dario Romaguera,Mr,"Biranthuraichenai, Valachchenai",2/21/2003,Male,5,Single,31,2/14/2020,\N,Inactive,Resigned,3/17/2020,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,,,
974,4138,Estefania Cummings,Mr,Thalkiriyagama,7/4/1989,Male,1,Married,24,7/25/2018,8/31/2021,Inactive,RESIGN,8/31/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,,,
975,4881,Julius Douglas,Mr,Polonnaruwa,10/21/1996,Male,1,Single,128,9/23/2019,11/6/2021,Inactive,RESIGN,11/6/2021,\N,\N,Staff,Contarct Basis,Buddhist,Construction Supervisor,,,
976,70052,Dr Hettie Robel,Mr,"Agala oya, G'Kotte",9/28/1997,Male,1,Married,31,8/1/2019,\N,Inactive,Resign,4/24/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
977,70058,Domingo Harber I,Mr, G'Kotte,3/7/1996,Male,1,Married,31,8/1/2019,\N,Inactive,Resign,5/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
978,4689,Ubaldo Bayer,Mr,Moraonthota,4/28/1971,Male,1,Married,7,4/9/2019,6/27/2021,Inactive,RESIGN,6/27/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,,,
979,75042,Mrs Alvera McClure Sr,Mr,G'Kotte,1/18/1968,Male,1,Married,31,10/14/2019,\N,Inactive,Resign,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
980,5160,Aliya Larson,Mr,G'Kotte,6/3/1979,Male,1,Married,31,2/1/2021,7/20/2021,Inactive,RESIGN,7/20/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
981,75055,Louvenia Rodriguez,Mr,Mahiyanganaya,8/18/1969,Male,1,Married,31,10/12/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
982,75056,Shyanne Sauer III,Mr,Handaganawa,9/26/1969,Male,1,Married,31,10/12/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
983,5161,Magnus Gerlach III,Mr,,5/9/1985,Male,1,Married,31,2/1/2021,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
984,1079,Jamel Davis,Mr,,7/29/1959,Male,1,Married,32,7/16/2010,\N,Inactive,Resign,6/27/2020,\N,\N,Staff,Contarct Basis,Buddhist,OPE-Compresure Breaker,,,
985,75058,Prof Jamir Braun,Mr,Minipe,8/21/1977,Male,1,Married,31,10/8/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
986,4986,Zoey Rempel,Mr,G'kotte,4/1/1992,Male,1,Married,31,6/1/2020,2/19/2021,Inactive,RESIGN,2/19/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
987,4987,Dr Waylon Cassin DVM,Mr,G'kotte,5/20/1996,Male,1,Married,1,6/1/2020,7/27/2021,Inactive,RESIGN,7/27/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
988,75062,Horace Connelly,Mr,G'kotte,4/19/1969,Male,1,Married,31,10/15/2019,\N,Inactive,RESIGNED,6/23/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
989,75067,Katharina Kling,Mr,Alutharawa,8/10/1997,Male,1,Married,31,10/7/2019,\N,Inactive,Resign,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
990,75069,Miss Makayla Weber IV,Mr,G'kotte,4/29/1995,Male,1,Single,31,10/10/2019,12/30/2020,Inactive,RESIGN,12/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
991,75178,Jarred D'Amore,Mr,G'kotte,8/20/1996,Male,1,Married,31,11/1/2019,\N,Inactive,Resign,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
992,4990,Erika Kihn,Mr,,0000-00-00,Male,1,Married,31,6/1/2020,3/12/2022,Inactive,Resign,3/12/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
994,4991,Mr Jefferey Bernier,Mr,G'kotte,12/14/1985,Male,1,Married,31,6/1/2020,7/23/2021,Inactive,RESIGN,7/23/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
995,4814,Desiree Nitzsche,Mr,,2/25/1961,Male,1,,27,7/1/2019,8/31/2022,Inactive,SERVICE DISCONTINUATION,8/31/2022,2064,\N,Staff,Contarct Basis,Buddhist,Supervisor,,,
996,5178,Cristobal Crist,Mr,G'kotte,9/11/1988,Male,1,Married,31,2/1/2021,6/1/2021,Inactive,resign,6/1/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
997,75252,Jaren Denesik,Mr,G'kotte,9/29/1979,Male,1,Married,31,12/31/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
998,4811,Miss Tessie Stoltenberg,Mr,Mathale,3/30/1970,Male,1,Married,64,7/1/2019,6/20/2022,Inactive,vop,6/20/2022,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,,,
999,5037,Lily Fritsch,Mr,G'kotte,5/14/1980,Male,1,Married,1,1/4/2020,2/28/2022,Inactive,RESIGN,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
1000,198002,Tamara Grant IV,Mr,G'kotte,12/26/1971,Male,1,Married,1,1/4/2020,\N,Inactive,Resign,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
1001,4698,Mona Smitham,Mr,Batticaloa,8/29/1975,Male,3,Married,22,4/24/2019,3/20/2022,Inactive,VOP,3/20/2022,1333,\N,Staff,Contarct Basis,Hindu,Technical Officer,,,
1002,5038,Ms Amanda Yost,Mr,,2/10/1988,Male,1,Married,1,1/16/2020,3/29/2021,Inactive,RESIGN,3/29/2021,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
1003,198005,Mollie Lemke MD,Mr,G'kotte,8/14/1977,Male,1,Married,31,1/9/2020,\N,Inactive,Resign,3/12/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1004,5077,Prof Andrew Kihn I,Mr,G'kotte,11/3/1987,Male,1,Married,31,2/6/2020,6/1/2021,Inactive,resign,6/1/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1005,4676,Mrs Brenna Bednar,Mr,Hingurakgoda,0000-00-00,Male,1,Married,33,3/1/2019,5/12/2022,Inactive,VOP,5/12/2022,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,,,
1006,4422,Melvin Schroeder,Mr,Galewela,6/17/1974,Male,1,Married,37,12/1/2018,3/15/2021,Inactive,RESIGN,3/15/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,,,
1007,198009,Maximus Luettgen,Mr,G'kotte,9/18/1988,Male,1,Married,31,2/25/2020,\N,Inactive,Resign,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1008,5078,Caroline Williamson I,Mr,,4/21/1969,Male,1,Married,31,2/25/2020,\N,Active,,\N,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1009,198062,Jewel Lakin,Mr,,12/19/1974,Male,1,Married,1,2/18/2020,\N,Inactive,Resign,4/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
1010,198012,Nikki McLaughlin,Mr,,3/18/2003,Male,1,Single,31,2/19/2020,\N,Inactive,Resign,3/6/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1011,75049,Adonis Raynor,Mr,G'kotte,7/5/1977,Male,1,Married,31,10/16/2019,1/15/2021,Inactive,Bulk Termination,1/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1013,5079,Prof Brent Mills MD,Mr,Nawamedagama,7/14/1999,Male,1,Single,31,3/4/2020,7/31/2021,Inactive,RESIGN,7/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1014,75151,Mable Heaney,Mr,Makulpotha,0000-00-00,Male,1,Married,31,11/22/2019,\N,Inactive,resigned,3/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1015,75152,Rebekah Yost,Mr,Makulpotha,0000-00-00,Male,1,Married,31,11/22/2019,\N,Inactive,Resigned,6/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1016,5206,Prof Dorothea Lubowitz,Mr,Makulpotha,0000-00-00,Male,1,Married,31,2/1/2021,2/13/2021,Inactive,RESIGN,2/13/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1017,75154,Kailey Schumm,Mr,,0000-00-00,Male,1,Married,31,11/22/2019,\N,Inactive,Resign,12/31/2019,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1018,75155,Bessie Lueilwitz,Mr,Dodangaslanda,0000-00-00,Male,1,Married,31,11/22/2019,\N,Inactive,Resigned,6/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1019,75156,Prof Hertha Bernier I,Mr,Makulpotha,0000-00-00,Male,1,Married,31,11/22/2019,\N,Inactive,Resigned,6/30/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1020,75159,Mr Johann Hirthe V,Mr,,5/17/1957,Male,1,Married,31,11/11/2019,\N,Inactive,Resign,12/31/2019,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1022,75262,Mr Ramon McLaughlin IV,Mr,,0000-00-00,Male,1,Married,31,12/9/2019,\N,Inactive,resigned,3/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1026,5184,Alvera Gislason IV,Mr,,0000-00-00,Male,1,Married,31,2/1/2021,3/31/2021,Inactive,RESIGN,3/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1027,75271,Mr Lexus Veum,Mr,,7/7/1956,Male,1,Married,31,12/9/2019,0000-00-00,Inactive,resign,7/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1028,75272,Leanne Douglas DDS,Mr,,8/7/1950,Male,1,Married,31,12/12/2019,\N,Inactive,resign,7/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1029,75274,Dino Murphy V,Mr,,8/7/1952,Male,1,Married,31,12/19/2019,\N,Inactive,resign,7/25/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1030,75276,Abdiel Schowalter,Mr,,0000-00-00,Male,1,Married,31,12/9/2019,0000-00-00,Inactive,resign,7/7/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1031,75277,Jarvis Heathcote,Mr,Anuradhapura,3/30/1993,Male,1,Married,31,12/3/2019,\N,Inactive,resigned,3/13/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1032,75279,Guiseppe Tillman,Mr,Ma Eliya,11/12/1958,Male,1,Married,31,12/9/2019,\N,Inactive,resigned,3/15/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1033,75280,Mrs Verona Spencer DDS,Mr,,10/20/2001,Male,1,Single,31,12/7/2019,\N,Inactive,Resigned,6/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1034,75281,Prof Kenneth Denesik,Mr,,3/3/1966,Male,1,Married,31,12/10/2019,0000-00-00,Inactive,resign,7/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1035,75284,Jonathan Deckow,Mr,,5/26/1963,Male,1,Married,31,12/14/2019,\N,Inactive,resign,7/20/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1037,75287,Gudrun Schumm Sr,Mr,,3/16/1972,Male,1,Married,31,12/2/2019,\N,Inactive,Resign,12/31/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1038,193003,Dr Charlene Hill,Mr,Dehiyattakandiya,4/17/1999,Male,1,Single,31,1/9/2020,\N,Inactive,resign,7/21/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1040,193007,Derek Strosin,Mr,"Aluthgama ,Dambulla",0000-00-00,Male,1,Married,1,1/7/2020,\N,Inactive,resigned,3/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,,,
1045,189014,Bria Wiza,Mr,Uduwahinna,7/21/1968,Male,1,Married,31,3/7/2020,\N,Inactive,Resigned,3/17/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1046,199016,Effie Feil V,Mr,Anaikodai,4/25/1994,Male,3,Single,30,2/28/2020,\N,Inactive,Resigned,6/3/2020,\N,\N,Labour,Contarct Basis,Hindu,Semi Skilled Labor,,,
1047,5096,Israel Hettinger,Mr,Matale,6/27/1960,Male,1,Married,31,3/5/2020,12/20/2020,Inactive,RESIGN,12/20/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
1048,193035,Mr Herbert Funk,Mr,"Govipola, Athimale wewa",6/24/1986,Male,1,Married,31,6/17/2020,0000-00-00,Inactive,resign,7/10/2020,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,,,
